0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1243	1255	57	2	27	138	119	22	29	2	2	19	6	6	98	34	33	25	19	12	8	3	30	30	39	41	71
1342	1664	57	3	40	124	77	34	27	3	4	27	9	9	92	35	35	30	28	16	12	4	19	44	57	60	79
1776	1929	57	4	47	155	153	41	34	4	4	31	12	12	114	38	39	30	33	21	14	5	39	53	68	72	111
1357	1652	57	3	39	119	90	33	26	3	3	26	10	10	90	33	33	27	27	17	12	4	21	44	56	59	80
869	1101	57	2	22	76	45	18	16	1	1	15	5	5	69	23	23	19	15	10	7	2	9	25	32	34	42
1378	1750	57	3	41	154	154	36	34	4	4	29	10	10	114	39	38	30	29	18	13	4	37	47	60	64	101
1122	1222	57	2	25	86	38	21	19	2	2	17	6	6	70	26	26	22	18	11	8	3	8	29	37	39	47
1239	1361	57	3	30	104	75	25	23	3	3	22	7	7	88	31	31	25	21	13	9	3	16	34	43	46	62
1256	1474	57	3	33	98	57	28	22	3	3	23	8	8	80	29	29	25	23	15	10	4	11	38	48	51	63
1636	1404	57	3	31	157	138	26	33	3	3	22	7	7	105	37	37	27	22	14	9	3	37	35	45	48	85
1100	1152	57	2	23	88	49	19	19	2	2	16	6	6	70	25	25	21	16	10	7	2	11	27	34	36	47
1141	1145	57	2	23	111	104	19	23	2	2	17	5	5	91	30	30	23	16	10	7	3	24	26	34	36	60
1191	1219	57	2	25	121	101	21	25	2	2	18	6	6	88	31	30	23	18	11	8	3	24	29	37	39	64
1163	1232	57	2	26	109	74	22	23	2	2	18	6	6	81	29	29	22	18	11	8	3	19	29	38	40	59
1358	1486	57	3	34	123	94	29	27	3	3	24	8	8	92	34	33	27	24	14	10	3	23	38	49	52	75
1332	1451	57	3	32	96	85	28	21	3	3	24	8	8	91	30	30	25	23	14	10	3	17	37	47	50	67
1362	1594	57	3	37	123	104	32	27	3	3	25	9	9	95	33	33	26	26	16	11	4	24	42	53	57	81
1417	1529	57	3	35	109	79	30	24	3	3	25	8	8	89	32	32	26	24	15	11	4	17	40	51	54	71
1054	1290	57	2	28	116	92	23	24	2	2	20	7	7	86	31	31	24	19	12	8	3	22	31	40	43	65
1242	1308	57	2	28	110	82	24	23	2	2	20	7	7	84	30	30	24	20	12	9	3	19	32	41	43	63
1096	1491	57	3	33	127	92	28	27	3	3	21	9	9	82	30	29	24	23	16	10	4	21	39	49	52	73
1388	1711	57	4	40	122	101	34	27	4	4	28	9	10	95	34	34	28	28	18	12	4	21	46	59	62	83
1045	1088	57	2	21	117	90	17	25	2	2	15	5	5	80	29	29	22	15	10	6	2	21	25	31	33	54
1342	1554	57	3	35	98	45	30	21	3	3	25	9	9	75	29	29	26	25	16	11	4	9	41	52	55	64
1446	1664	57	3	39	120	76	33	25	4	3	27	9	9	88	32	32	28	27	17	12	4	17	44	57	60	76
1307	1423	57	3	31	150	135	26	31	3	3	22	7	7	102	34	34	26	22	14	9	3	34	36	46	49	82
1263	1363	57	3	29	125	120	25	26	2	2	20	8	7	94	31	31	24	21	13	9	3	29	34	43	46	75
1476	1460	57	3	33	156	133	28	33	3	3	23	8	7	104	36	36	27	23	14	10	4	33	37	48	51	84
995	1174	57	2	24	80	36	20	17	2	2	16	6	6	68	24	24	20	17	11	7	3	8	27	35	37	46
1195	1357	57	3	29	92	46	25	20	2	2	20	7	7	72	27	27	23	20	13	9	3	9	34	43	46	55
1147	1183	57	2	25	114	77	20	24	2	2	17	6	6	81	30	30	23	17	11	7	3	19	28	36	38	57
1264	1499	57	3	34	107	63	29	24	3	3	25	8	8	85	32	31	27	24	15	10	3	14	39	50	52	66
1351	1323	57	3	28	133	116	24	28	2	2	20	7	7	94	32	32	25	20	13	9	3	28	32	42	44	72
1437	1741	57	4	41	126	109	35	28	4	4	28	10	10	98	34	34	28	29	18	12	4	24	47	60	64	88
1094	1099	57	2	22	104	76	18	22	2	2	16	5	5	81	28	28	22	15	10	7	2	17	25	32	34	51
1547	1585	57	3	37	116	90	32	26	3	3	26	9	9	94	33	33	28	26	16	11	4	20	41	53	56	76
1276	1264	57	2	27	106	73	22	22	2	2	18	6	6	79	28	28	23	19	12	8	3	16	31	39	41	57
1632	1434	57	3	32	178	153	27	37	3	3	24	8	7	114	40	40	29	22	14	10	3	42	36	47	49	91
1017	1122	57	2	23	84	49	19	18	1	1	15	6	6	71	25	25	20	16	10	7	2	12	26	33	35	47
1577	1673	57	4	39	127	119	34	28	3	4	27	9	9	102	35	35	28	27	17	12	4	26	44	57	60	86
1186	1432	57	3	32	147	142	27	31	3	3	23	7	8	105	34	34	27	22	14	10	3	35	36	46	49	84
1430	1472	57	3	33	133	117	28	28	3	3	24	8	8	100	34	34	27	23	14	10	4	27	38	48	51	78
1269	1264	58	2	27	120	87	23	25	2	2	20	6	6	89	32	32	24	19	11	8	3	21	30	39	41	62
1587	1510	58	3	34	109	81	29	24	3	3	24	8	8	89	32	31	26	24	15	10	4	17	39	50	53	70
1348	1588	58	3	37	113	68	32	25	3	3	26	9	9	87	33	32	28	26	16	11	4	16	42	53	56	72
1382	1656	58	3	39	121	97	33	27	3	3	27	9	9	94	33	33	28	27	17	12	4	21	44	56	60	81
1662	1811	58	4	43	119	107	37	26	4	4	30	11	10	100	34	33	28	30	19	13	5	23	49	63	67	89
1315	1359	58	3	30	131	112	25	28	2	2	21	7	7	96	34	34	26	21	13	9	3	27	34	43	46	72
1468	1516	58	3	34	140	131	29	29	3	3	25	8	8	105	35	35	27	24	15	10	4	30	39	50	53	83
1610	1549	58	3	35	110	72	30	24	3	3	24	8	8	85	32	31	26	25	16	11	4	16	40	52	55	70
1461	1561	58	3	36	104	68	30	23	3	3	24	8	8	84	30	30	26	25	16	11	4	14	41	52	55	69
1061	1218	58	2	26	125	84	21	26	2	2	18	6	6	84	32	32	24	18	11	8	3	22	29	37	39	61
1291	1406	58	3	31	108	68	27	24	3	3	22	7	7	83	31	31	26	22	14	10	3	16	35	45	48	64
1071	1202	58	2	25	121	101	21	25	2	2	19	6	5	92	32	32	24	18	11	8	3	23	28	36	39	62
1292	1343	58	3	29	127	84	25	27	2	2	20	7	7	84	32	32	25	20	13	9	3	21	33	42	45	66
903	1158	58	2	23	101	86	19	21	2	2	17	6	6	82	28	28	22	16	10	7	3	19	27	34	37	56
925	1205	58	2	25	90	49	20	19	2	2	16	6	6	69	25	25	21	17	11	7	3	10	29	36	39	49
1344	1489	58	3	33	87	46	28	19	3	3	24	8	8	79	28	28	25	23	15	10	3	9	38	49	52	61
1324	1534	58	3	35	109	91	30	24	3	3	25	9	9	90	32	32	27	24	15	11	4	20	40	51	54	74
1215	1427	58	3	31	110	87	26	23	3	2	21	8	8	85	30	29	24	22	14	9	4	18	36	46	49	67
1143	1639	58	3	38	102	48	33	22	3	3	26	10	9	78	30	30	27	27	17	11	4	10	44	56	59	69
1296	1591	58	3	37	131	124	32	29	4	4	28	8	8	108	36	35	30	26	16	11	4	26	42	54	57	82
1075	1152	58	2	24	97	58	19	20	2	2	16	5	5	75	27	27	22	17	10	7	3	14	27	34	36	50
1284	1380	58	3	30	136	107	26	29	3	3	21	7	7	94	33	33	26	21	13	9	3	26	34	44	47	73
1382	1534	58	3	35	109	109	30	24	3	3	25	8	8	99	32	32	26	24	15	11	4	22	40	51	54	76
1438	1243	58	2	26	157	141	22	33	2	2	20	6	6	106	37	37	26	18	11	8	3	39	30	38	40	79
1358	1415	58	3	31	155	144	26	33	3	3	22	8	7	103	35	35	26	21	14	9	3	37	36	46	48	85
1037	1131	58	2	23	92	53	19	19	1	1	15	5	5	70	26	25	20	16	10	7	3	12	26	33	35	47
1182	1292	58	3	28	119	90	23	25	2	2	19	6	7	86	31	31	24	19	12	8	3	22	31	40	43	64
1238	1186	58	2	24	123	104	20	26	2	2	18	5	5	92	32	32	24	17	11	7	3	24	28	36	38	62
1050	1289	58	2	28	128	91	23	27	2	2	20	7	6	86	32	32	25	19	12	8	3	22	32	40	43	65
1144	1284	58	2	28	122	88	23	26	2	2	20	6	6	87	32	32	25	19	12	8	3	21	31	40	42	63
1427	1640	58	3	38	114	87	33	25	3	3	26	10	9	90	32	32	27	27	17	12	4	19	43	56	59	77
1169	1463	58	3	33	93	58	28	20	3	3	24	8	8	83	29	29	25	23	14	10	3	12	37	48	51	63
1186	1317	58	3	28	132	126	23	28	2	2	20	7	7	95	32	31	24	20	13	8	3	32	32	41	44	76
1120	1180	58	2	24	116	82	20	24	2	2	17	5	5	81	29	29	23	17	11	7	3	20	28	35	38	57
1359	1555	58	3	36	115	63	31	25	3	3	24	8	8	85	32	32	27	25	15	11	4	16	40	52	55	71
1110	1240	58	2	26	96	70	22	20	2	2	18	6	6	78	27	26	22	18	12	8	3	15	30	38	40	55
1787	1669	58	3	39	130	104	34	29	4	4	28	9	9	98	35	35	29	27	17	12	4	23	44	57	60	83
1431	1697	58	3	40	142	140	35	31	4	4	29	10	10	111	38	38	30	28	17	12	4	33	45	58	61	94
1368	1336	58	3	29	105	93	24	22	2	2	20	8	7	85	29	28	22	20	13	9	3	21	33	42	45	66
1127	1238	58	2	26	121	87	22	25	2	2	18	6	6	85	31	32	24	18	11	8	3	22	30	38	40	62
1381	1634	58	3	38	121	93	33	27	3	3	26	9	9	95	34	34	28	27	16	12	4	21	43	55	59	80
1227	1291	58	3	27	117	93	23	25	2	2	19	7	6	84	29	29	23	19	12	8	3	22	31	40	43	64
1242	1499	58	3	34	112	84	29	25	3	3	24	8	8	91	32	32	27	24	15	10	4	19	39	49	52	71
1464	1766	58	4	41	109	98	36	24	4	4	28	11	11	93	31	31	27	29	19	13	4	20	48	61	65	84
1233	1382	58	3	30	166	141	26	35	3	3	22	8	8	107	38	37	27	21	13	9	3	42	35	44	47	89
863	1188	58	2	25	92	47	20	19	2	2	16	6	6	71	26	26	21	17	11	7	3	12	28	36	38	50
1340	1576	58	3	37	111	47	31	24	3	3	25	8	8	79	31	31	27	26	16	11	4	12	41	53	56	67
1251	1554	58	3	35	112	69	30	25	3	3	24	9	8	82	31	31	26	25	16	11	4	15	41	52	55	70
1458	1508	58	3	34	109	75	29	24	3	3	24	8	8	87	31	31	26	24	15	10	4	17	39	50	53	70
1723	1902	58	4	46	151	147	40	33	4	4	31	11	11	112	38	39	31	32	20	14	5	36	52	67	71	107
1558	1494	58	3	34	114	81	29	24	3	3	24	8	8	88	32	31	26	24	15	10	4	17	38	49	52	69
1226	1278	58	3	27	114	98	23	24	2	2	19	6	6	89	30	30	23	19	12	8	3	23	31	40	42	65
1255	1222	58	2	25	114	93	21	24	2	2	17	6	6	82	29	29	23	18	12	8	3	22	29	37	39	61
1237	1554	58	3	35	99	67	30	22	3	3	24	9	9	83	30	30	25	25	16	11	4	14	40	52	55	69
922	1209	58	2	25	92	45	21	19	2	2	16	6	6	69	26	26	21	18	11	8	3	11	29	37	39	50
1191	1330	58	3	29	116	92	24	24	2	2	21	7	7	88	31	30	24	20	13	9	3	20	33	42	44	65
1453	1536	58	3	35	99	51	30	22	3	3	24	8	8	79	29	29	25	24	15	11	4	11	40	51	54	65
1305	1331	58	3	29	125	125	24	26	2	2	21	7	7	99	33	32	25	20	13	9	3	28	33	42	45	72
1287	1365	59	3	30	144	132	25	30	3	3	22	7	7	102	34	34	27	21	13	9	3	31	34	44	46	77
1451	1675	59	3	38	136	140	33	30	3	3	27	9	10	104	34	34	28	27	18	12	4	31	45	57	60	92
1246	1286	59	2	28	107	82	23	22	2	2	20	7	7	85	30	30	24	19	12	8	3	19	31	40	42	61
994	1268	59	2	27	93	54	22	20	2	2	18	7	6	74	26	26	22	19	12	8	3	12	31	39	42	53
1055	1255	59	2	26	89	46	22	19	2	2	19	7	7	72	26	26	22	19	12	8	3	9	30	39	41	50
1621	1720	59	4	40	120	86	35	26	3	3	26	10	10	87	31	32	27	28	18	12	4	19	46	59	63	82
1487	1661	59	3	39	132	118	33	29	4	4	28	9	9	103	36	37	29	27	17	12	4	26	44	57	60	86
1039	1313	59	2	28	105	83	24	22	2	2	19	7	7	84	29	29	23	20	12	9	3	20	32	41	44	63
1305	1608	59	3	38	107	41	32	23	3	3	26	9	9	79	31	31	28	26	16	11	4	11	42	54	57	68
1312	1152	59	2	23	96	57	19	20	2	2	16	5	5	73	26	26	22	16	10	7	3	13	27	34	36	49
1124	1175	59	2	24	126	131	19	27	2	2	18	5	5	96	32	31	24	17	11	7	3	29	28	35	37	66
1312	1229	59	2	26	139	129	22	29	2	2	20	5	5	103	35	35	26	18	11	8	3	30	29	38	40	70
1155	1215	59	2	25	105	76	21	22	2	2	18	6	6	83	29	29	23	18	11	8	3	18	29	37	39	57
1599	1561	59	3	36	121	98	31	27	3	3	26	8	9	95	34	34	28	25	16	11	4	22	41	52	55	77
984	1169	59	2	24	112	74	20	24	2	2	17	6	5	82	29	29	23	17	10	7	3	19	27	35	37	56
1060	1179	59	2	24	104	73	20	22	2	2	16	5	5	76	27	27	22	17	11	7	3	16	28	35	37	53
1234	1325	59	3	28	147	140	24	31	2	3	21	6	6	104	35	35	26	20	13	9	3	34	33	42	44	78
1131	1390	59	3	31	113	78	26	24	2	2	21	8	8	83	30	30	24	21	13	9	3	19	35	45	47	66
1024	1135	59	2	23	105	82	19	22	2	2	16	6	5	80	29	28	22	16	10	7	3	20	26	33	35	55
950	1023	59	2	19	125	85	16	26	2	1	14	4	4	79	30	30	22	14	9	6	2	21	22	29	30	51
1097	1272	59	2	27	123	97	23	26	2	2	19	6	6	88	31	30	24	19	12	8	3	23	31	39	42	65
1292	1516	59	3	35	107	69	30	24	3	3	25	8	8	88	32	32	27	24	15	11	3	15	39	50	53	68
642	1015	59	2	19	73	29	16	15	1	1	12	4	4	62	21	21	18	13	9	6	2	6	22	28	30	36
1153	1294	59	3	28	110	92	23	23	2	2	19	7	7	87	29	29	23	19	12	8	3	22	31	40	43	65
1383	1449	59	3	32	111	82	28	25	3	3	23	8	8	88	32	32	27	23	14	10	3	18	37	47	50	68
1247	1439	59	3	32	168	154	27	35	3	3	23	8	7	114	38	38	28	23	14	10	3	43	36	47	50	93
870	1039	59	2	20	70	32	16	15	1	1	13	5	5	62	21	21	18	14	9	6	2	6	23	29	31	37
1120	1101	59	2	22	89	54	18	19	2	1	15	5	5	70	25	25	20	15	10	7	2	12	25	32	34	46
1401	1728	59	3	40	112	87	35	25	4	4	29	10	10	91	32	32	29	28	18	12	4	17	47	59	63	80
1153	1145	59	2	23	136	106	19	29	2	2	16	6	6	88	32	32	24	16	10	7	3	29	26	34	36	65
1386	1526	59	3	35	112	76	30	25	3	3	25	8	8	91	33	32	27	25	15	11	4	18	39	51	54	71
1126	1269	59	2	27	111	75	22	23	2	2	19	6	6	81	29	29	24	19	12	8	3	17	31	39	42	58
1016	1203	59	2	25	109	83	20	23	2	2	17	6	6	78	29	28	22	17	11	7	3	19	28	36	39	57
1098	1163	59	2	24	105	92	20	22	2	2	17	6	6	87	29	29	22	17	10	7	3	21	27	35	37	58
1260	1416	59	3	32	87	26	27	19	3	3	22	7	7	72	27	27	24	22	14	10	3	6	36	46	48	55
1242	1303	59	3	28	110	94	23	23	2	2	19	7	7	88	30	29	23	20	12	8	3	22	32	41	43	65
1339	1634	59	3	38	109	67	33	24	3	3	26	9	9	86	31	32	29	27	16	12	4	15	43	55	59	74
1326	1260	59	2	27	128	120	22	27	2	2	20	6	6	98	33	33	25	19	12	8	3	27	30	39	41	68
1341	1545	59	3	35	107	86	30	24	3	3	25	9	9	89	31	31	26	25	16	11	4	19	40	51	54	73
1105	1181	59	2	24	94	75	20	20	2	2	17	6	6	78	26	26	21	17	11	7	3	16	28	35	38	54
1308	1500	59	3	34	161	132	29	34	3	3	24	8	8	107	38	38	28	24	14	10	4	36	38	49	52	89
1061	1119	59	2	22	81	44	18	17	1	1	15	5	5	67	24	24	20	15	10	7	2	8	26	33	35	43
1444	1666	59	3	39	128	106	34	28	3	3	27	9	9	98	34	34	28	27	17	12	4	24	44	57	60	84
1573	1634	59	3	38	138	137	33	30	4	4	28	9	9	110	39	37	29	27	16	12	4	31	43	55	59	90
1286	1381	59	3	30	167	166	26	35	3	3	24	7	7	119	40	40	29	21	13	9	3	42	35	44	47	89
1362	1267	59	2	27	110	76	23	23	2	2	19	6	6	84	30	30	24	19	12	8	3	18	31	39	42	59
1207	1404	59	3	31	105	72	27	23	3	2	21	7	7	85	31	30	24	22	13	10	3	17	35	45	48	64
1397	1522	59	3	35	98	40	30	22	3	3	24	8	8	78	30	30	26	24	15	11	4	9	39	50	53	63
1583	1575	59	3	36	129	98	31	28	3	3	25	8	8	94	34	34	27	25	16	11	4	23	41	53	56	79
1838	1752	59	4	41	129	130	35	28	3	4	28	11	11	102	33	34	28	29	19	12	4	30	47	60	64	94
1016	1130	59	2	23	93	48	19	20	2	2	15	5	5	68	25	25	21	16	10	7	2	10	26	33	35	45
1194	1518	59	3	35	111	96	29	24	3	3	25	9	8	93	32	32	27	24	15	10	4	21	39	50	53	74
1140	1448	59	3	32	103	76	27	23	3	3	23	8	8	86	31	30	25	23	14	10	3	16	37	47	50	66
1125	1198	59	2	25	114	84	20	24	2	2	16	6	6	79	29	28	22	17	11	7	3	22	28	36	38	60
1191	1254	59	2	26	120	104	22	25	2	2	19	6	6	90	31	31	24	19	12	8	3	25	30	39	41	66
1324	1422	59	3	31	84	28	27	18	3	3	21	8	8	69	26	26	23	22	14	10	3	6	36	46	49	54
1263	1180	59	2	24	122	93	20	26	2	2	17	5	5	85	31	31	24	17	11	7	3	22	28	35	38	60
1130	1211	59	2	25	114	88	21	24	2	2	17	5	5	83	29	29	22	17	11	8	3	20	29	37	39	59
1262	1399	59	3	31	90	57	26	20	3	2	22	7	7	79	28	28	23	21	14	9	3	12	35	45	48	59
1219	1377	59	3	30	106	64	25	22	2	3	21	6	6	82	29	29	25	21	13	9	3	13	34	44	47	60
1191	1359	59	3	29	139	129	25	29	3	3	22	7	7	100	35	35	26	21	13	9	3	31	34	43	46	77
1108	1228	59	2	25	91	52	21	19	2	2	17	6	6	72	26	25	21	18	12	8	3	10	29	37	40	50
1271	1571	59	3	36	108	73	31	24	3	3	25	9	9	84	31	31	26	25	16	11	4	16	41	53	56	71
939	1192	59	2	24	143	118	20	30	2	2	18	5	5	95	33	33	25	17	11	7	3	30	28	36	38	68
1084	1606	59	3	38	121	91	32	27	3	3	26	9	9	94	33	33	27	26	16	11	4	21	42	54	57	79
1314	1334	59	3	28	131	121	24	27	2	2	20	7	7	93	32	32	24	20	13	9	3	30	33	42	45	75
1055	1371	59	3	30	120	97	25	25	3	3	22	7	7	92	32	32	25	21	13	9	3	22	34	44	46	68
1236	1278	59	2	27	102	80	23	21	2	2	20	7	6	87	29	29	23	19	12	8	3	18	31	40	42	60
1140	1289	59	2	28	108	81	23	23	2	2	20	7	6	85	30	30	24	19	12	8	3	19	31	40	43	61
1303	1361	59	2	30	91	24	26	20	2	2	20	7	7	70	27	27	23	21	13	9	3	7	34	43	46	53
1545	1433	60	3	31	140	118	26	29	3	3	21	8	8	93	33	33	25	22	15	9	3	29	36	46	49	78
1292	1277	60	3	27	123	112	22	26	2	2	19	6	6	91	31	31	23	19	12	8	3	26	31	39	42	68
1474	1537	60	3	36	111	67	30	24	3	3	26	8	8	88	33	33	28	25	15	11	3	15	40	51	54	69
1255	1329	60	3	28	109	90	24	23	2	2	20	7	7	86	29	29	24	20	13	9	3	19	33	42	44	64
1553	1517	60	3	35	124	82	30	26	3	3	24	8	8	89	33	32	27	24	15	11	4	19	39	50	53	72
1029	1269	60	2	27	120	107	23	25	2	2	20	6	6	93	32	32	25	19	12	8	3	24	31	39	42	66
1208	1253	60	2	26	103	58	22	22	2	2	18	6	6	76	28	28	23	18	12	8	3	13	30	39	41	54
1388	1455	60	3	33	92	38	28	20	3	3	22	8	8	74	28	28	24	23	14	10	3	9	37	48	50	59
1304	1263	60	2	27	144	123	22	30	2	2	19	6	6	98	34	34	25	19	12	8	3	30	30	39	41	72
1046	1268	60	2	27	106	77	23	22	2	2	19	6	6	84	30	29	23	19	12	8	3	17	31	39	42	59
1246	1323	60	3	29	136	106	24	29	2	2	20	6	6	93	34	33	26	20	13	9	3	26	33	42	44	70
1166	1352	60	3	29	145	124	25	31	2	2	21	7	7	98	34	35	26	21	13	9	3	33	33	43	45	78
1215	1285	60	2	28	125	99	23	26	2	2	20	6	6	94	33	32	25	19	12	8	3	23	31	40	42	66
1282	1322	60	3	28	148	141	24	31	2	2	21	7	7	103	35	34	26	20	13	9	3	35	33	42	44	79
1324	1387	60	3	30	131	121	25	28	3	3	22	7	7	98	33	33	25	21	14	9	3	27	35	44	47	74
1419	1693	60	3	39	113	90	34	25	4	3	27	11	10	90	32	32	27	28	18	12	4	19	45	58	61	81
1168	1259	60	2	27	126	101	22	26	2	2	19	6	6	91	32	32	25	19	12	8	3	25	30	39	41	66
1293	1607	60	3	37	122	97	32	27	4	3	27	9	9	95	34	34	29	26	16	11	4	21	42	54	57	78
1229	1251	60	3	26	123	112	22	26	2	2	18	7	7	91	30	30	23	18	11	8	3	29	30	38	41	70
1126	1228	60	2	26	113	80	21	24	2	2	19	6	6	82	30	30	24	18	12	8	3	18	29	38	40	58
1241	1411	60	3	31	169	163	26	35	3	3	23	8	8	113	38	38	28	22	14	9	3	45	36	46	48	93
1199	1301	60	2	28	151	148	23	32	3	2	21	6	6	109	36	36	26	19	12	8	3	35	32	41	43	78
1101	1178	60	2	24	96	65	20	20	2	2	17	6	6	76	27	27	22	17	11	7	3	14	28	35	37	52
1281	1559	60	3	36	107	66	31	23	3	3	25	8	8	86	31	31	27	25	16	11	4	14	41	52	55	69
1160	1439	60	3	32	95	54	27	21	3	3	22	8	8	80	29	29	25	23	14	10	3	12	37	47	50	61
1109	1237	60	2	26	115	100	21	24	2	2	19	6	6	90	31	30	23	18	12	8	3	22	30	38	40	62
1104	1323	60	3	28	104	71	24	22	2	2	19	7	7	79	29	29	23	20	13	9	3	16	33	42	44	60
1225	1607	60	3	37	106	68	32	23	4	4	27	8	8	89	31	31	28	26	16	11	4	13	42	54	57	70
1292	1280	60	3	27	123	111	23	26	2	2	18	7	7	89	30	30	23	19	12	8	3	28	31	40	42	70
1327	1386	60	3	31	90	43	26	20	2	2	21	7	7	75	28	27	24	21	13	9	3	9	35	45	47	57
1137	1187	60	2	25	104	68	20	22	2	2	17	6	6	77	28	28	22	17	11	7	3	17	28	36	38	55
1079	1091	60	2	22	96	61	18	20	1	1	15	5	5	73	26	26	21	15	9	7	2	16	25	31	33	49
1170	1202	60	2	25	114	94	21	24	2	2	18	6	6	86	30	30	23	17	11	8	3	21	28	36	39	60
1543	1432	60	3	32	152	132	27	32	3	3	23	7	7	105	37	37	28	22	14	10	3	33	36	47	49	82
1877	1652	60	3	38	114	79	33	25	3	3	27	9	9	86	32	32	27	27	17	12	4	16	44	56	59	76
1241	1239	60	2	26	117	99	21	24	2	2	19	6	6	88	30	30	24	18	12	8	3	21	30	38	40	61
1520	1836	60	4	44	144	131	38	32	4	4	30	11	11	106	36	36	30	31	19	13	5	30	50	64	68	98
1200	1113	60	2	22	96	68	18	20	1	1	15	6	6	73	26	26	20	15	10	7	2	16	25	32	34	51
940	1233	60	2	26	124	102	21	26	2	2	18	6	6	89	31	31	24	18	11	8	3	25	29	38	40	65
1404	1319	60	2	28	174	163	24	37	3	3	22	7	7	115	41	40	28	20	13	9	3	45	32	42	44	89
1468	1423	60	3	32	133	120	27	29	3	3	23	7	7	100	35	34	27	22	14	10	3	27	36	46	49	76
1096	1187	60	2	24	95	67	20	20	2	2	16	6	6	72	25	25	21	17	11	7	3	13	28	36	38	51
1295	1516	60	3	34	119	102	29	26	3	3	25	8	8	94	33	33	27	24	15	10	4	23	39	50	53	76
1237	1232	60	2	26	131	113	22	27	2	2	19	6	5	96	33	33	24	18	11	8	3	27	29	38	40	67
1492	1647	60	3	38	132	117	33	29	4	3	27	9	9	101	35	35	28	27	17	12	4	27	44	56	59	86
1328	1598	60	3	37	141	131	32	31	3	4	27	8	9	109	38	38	31	26	16	11	4	31	42	54	57	87
1345	1497	60	3	34	111	73	29	24	3	3	23	8	8	86	31	31	26	24	15	10	4	16	38	49	52	68
1065	1203	60	2	25	106	67	20	22	2	2	16	6	6	74	27	27	22	17	11	8	3	16	28	36	39	54
1297	1318	60	3	28	110	91	24	23	2	2	20	7	7	86	29	29	23	20	13	9	3	21	32	41	44	65
987	1117	60	2	22	88	59	18	18	2	1	15	5	5	73	25	25	20	16	10	7	2	13	26	33	35	47
1532	1558	60	3	36	110	105	30	24	4	4	27	9	7	102	33	33	28	25	16	11	4	20	41	52	55	75
1088	1196	60	2	25	103	71	21	22	2	2	17	6	6	78	28	28	22	17	11	8	3	17	28	36	38	56
1395	1475	60	3	33	162	140	28	34	3	3	23	8	8	105	36	36	27	23	15	10	4	38	38	48	51	89
1199	1264	60	2	27	106	68	23	22	2	2	19	6	6	82	29	29	24	19	12	8	3	16	31	39	41	57
1125	1130	60	2	23	116	100	19	24	2	2	17	5	5	87	30	30	23	16	10	7	2	23	26	33	35	58
927	1062	60	2	20	80	44	17	17	1	1	14	5	5	66	23	23	19	14	9	6	2	9	24	30	32	41
1218	1277	60	2	27	108	70	23	23	2	2	19	6	6	80	30	29	24	19	12	8	3	16	31	40	42	58
1083	1194	60	2	25	100	56	20	21	2	2	16	6	6	72	27	27	21	17	11	7	3	13	28	36	38	51
1216	1642	60	3	37	102	38	32	22	6	3	27	9	9	74	43	28	24	26	18	11	4	6	44	56	59	65
1470	1400	60	3	30	124	124	25	26	2	3	21	7	7	94	31	31	24	21	14	9	4	27	35	45	48	74
975	1165	60	2	24	108	85	20	23	2	2	17	5	5	83	29	29	22	17	10	7	3	20	27	35	37	57
1384	1203	60	2	25	117	99	21	24	2	2	18	6	6	87	30	30	23	17	11	8	3	24	28	36	39	63
966	1239	60	2	26	101	43	22	21	2	2	18	6	6	73	27	27	23	18	11	8	3	11	30	38	40	51
1005	1185	61	2	24	99	74	20	21	2	2	17	6	6	78	27	27	22	17	11	7	3	15	28	36	38	53
1828	1725	61	4	41	156	133	35	34	4	4	28	10	10	106	38	38	29	29	18	12	4	34	46	59	63	97
1272	1282	61	2	27	100	55	22	21	2	2	18	6	6	71	26	26	23	19	13	8	3	10	31	40	42	52
1145	1170	61	2	24	95	53	20	20	2	2	15	6	6	68	25	25	21	17	11	7	3	12	27	35	37	49
838	1266	61	2	27	116	124	22	24	2	2	20	6	6	99	31	32	24	19	12	8	3	26	31	39	42	68
1422	1698	61	4	40	111	86	34	24	4	3	28	10	9	92	33	33	27	28	17	12	4	18	45	58	62	79
1325	1386	61	3	31	95	60	26	21	3	3	22	7	7	82	29	29	24	22	13	9	3	14	35	45	47	61
1284	1553	61	3	36	119	117	30	26	3	3	26	9	9	101	34	34	28	25	16	11	4	25	40	52	55	80
1221	1296	61	2	28	134	118	24	28	2	2	21	6	6	101	35	35	26	20	12	9	3	28	32	41	43	70
1219	1582	61	3	36	94	48	31	21	3	3	25	9	10	78	29	29	25	25	16	11	4	11	41	53	56	67
1432	1462	61	3	33	147	125	28	31	3	3	24	7	7	102	35	35	28	23	14	10	3	29	37	48	51	80
1475	1577	61	3	36	121	107	31	27	3	3	25	9	9	94	33	33	27	25	16	11	4	23	41	53	56	79
852	1191	61	2	24	104	81	20	22	2	2	17	5	5	82	28	28	22	17	11	7	3	18	28	36	38	56
1266	1503	61	3	34	120	89	29	26	3	3	25	8	8	93	33	33	28	24	15	10	3	20	39	50	53	72
1583	1632	61	3	38	114	64	33	25	4	3	26	9	9	85	33	32	28	27	16	12	4	14	43	55	58	72
1299	1516	61	3	34	109	76	29	24	3	3	23	8	8	85	31	31	26	24	15	10	4	16	39	50	53	69
